TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster_Final
642.54,44.0,28.0,1.0,3143.17,Debit,Milwaukee,Branch,Engineer,1.0
210.45,27.0,146.0,1.0,1242.49,Debit,Las Vegas,ATM,Student,2.0
313.65,55.0,173.0,1.0,1886.36,Credit,Chicago,Branch,Retired,0.0
99.76,26.0,131.0,1.0,416.89,Debit,Sacramento,Branch,Student,2.0
115.32,53.0,113.0,1.0,5929.08,Debit,Denver,Branch,Retired,0.0
33.61,23.0,72.0,1.0,479.08,Debit,Milwaukee,Online,Student,2.0
498.59,33.0,32.0,1.0,5862.99,Credit,Oklahoma City,Online,Doctor,3.0
98.81,27.0,91.0,1.0,797.1,Debit,San Francisco,Branch,Student,2.0
1.8700000000000003,65.0,147.0,1.0,7287.94,Debit,Washington,ATM,Retired,0.0
78.92,59.0,95.0,1.0,5624.86,Credit,Jacksonville,Online,Engineer,1.0
194.29,39.0,10.0,1.0,2988.41,Credit,Seattle,Branch,Engineer,1.0
28.73,53.0,185.0,1.0,2712.96,Debit,Kansas City,ATM,Engineer,1.0
105.53,24.0,88.0,1.0,1433.66,Debit,Colorado Springs,Online,Student,2.0
737.34,30.0,34.0,1.0,7336.56,Debit,Miami,Online,Doctor,3.0
237.86,18.0,210.0,1.0,475.62999999999994,Debit,Philadelphia,ATM,Student,2.0
409.61,65.0,89.0,1.0,11698.15,Debit,Kansas City,Branch,Doctor,3.0
75.53,21.0,157.0,1.0,1034.35,Credit,Fresno,Online,Student,2.0
72.75,64.0,15.0,1.0,12042.79,Debit,Phoenix,ATM,Doctor,3.0
39.11,26.0,143.0,1.0,518.54,Debit,Columbus,Online,Student,2.0
729.38,68.0,90.0,1.0,9127.65,Debit,Los Angeles,ATM,Doctor,3.0
137.49,34.0,50.00000000000001,1.0,4471.05,Debit,Fort Worth,ATM,Engineer,1.0
504.71,29.0,61.00000000000001,1.0,6214.54,Debit,Detroit,Online,Engineer,1.0
371.47,24.0,58.00000000000001,1.0,1187.04,Credit,Milwaukee,Branch,Student,2.0
430.35,36.0,205.0,1.0,354.9,Debit,Charlotte,Online,Doctor,3.0
230.32,35.0,56.0,1.0,791.46,Debit,Las Vegas,Branch,Engineer,1.0
121.71,52.0,140.0,1.0,5878.89,Debit,Chicago,ATM,Retired,0.0
98.87,20.0,179.0,1.0,533.2,Debit,Detroit,Online,Student,2.0
117.55,24.0,35.0,1.0,897.94,Debit,Fresno,ATM,Student,2.0
244.64,30.0,103.0,1.0,9159.56,Debit,Tucson,Branch,Doctor,3.0
321.93,45.0,12.0,1.0,4392.73,Debit,Nashville,ATM,Engineer,1.0
283.23,40.0,98.0,1.0,2008.7700000000002,Debit,El Paso,Online,Engineer,1.0
346.65,30.0,60.00000000000001,1.0,6356.96,Debit,Washington,Online,Engineer,1.0
381.62,64.0,164.0,1.0,6009.12,Debit,Las Vegas,Online,Retired,0.0
388.65,76.0,43.0,1.0,7896.850000000001,Debit,Oklahoma City,ATM,Retired,0.0
29.22,24.0,151.0,1.0,1649.43,Debit,San Antonio,ATM,Student,2.0
46.75,67.0,150.0,1.0,2840.43,Debit,Colorado Springs,Branch,Retired,0.0
348.64,57.0,128.0,1.0,3274.96,Debit,San Jose,Online,Retired,0.0
319.17,73.0,81.0,1.0,6501.56,Debit,Tucson,Online,Retired,0.0
73.95,26.0,75.99999999999999,1.0,363.92,Debit,Kansas City,ATM,Student,2.0
389.63,27.0,99.0,1.0,9748.48,Debit,Mesa,Online,Engineer,1.0
217.61,19.0,45.0,1.0,1404.53,Debit,Chicago,ATM,Student,2.0
199.84,21.0,150.0,1.0,706.44,Debit,Dallas,ATM,Student,2.0
56.35,44.0,75.0,1.0,5095.73,Debit,Charlotte,ATM,Doctor,3.0
248.95000000000002,65.0,29.000000000000004,1.0,3059.79,Credit,San Francisco,Branch,Retired,0.0
142.58,33.0,145.0,1.0,7844.23,Debit,San Antonio,ATM,Engineer,1.0
333.78,60.0,98.0,1.0,6810.94,Debit,San Diego,ATM,Retired,0.0
332.59,55.0,143.0,1.0,1457.07,Debit,San Antonio,Online,Retired,0.0
236.81,22.0,15.0,1.0,813.68,Debit,Oklahoma City,Branch,Student,2.0
417.8,27.0,130.0,1.0,1518.82,Credit,Philadelphia,Branch,Student,2.0
319.27,50.0,150.0,1.0,10269.78,Debit,San Antonio,ATM,Doctor,3.0
384.1,42.0,172.0,1.0,672.7899999999998,Debit,Detroit,Branch,Engineer,1.0
820.62,61.0,158.0,1.0,6024.8,Credit,Fresno,Branch,Doctor,3.0
474.77,56.0,50.00000000000001,1.0,2158.59,Credit,Indianapolis,Online,Engineer,1.0
542.72,43.0,91.99999999999999,1.0,6011.8,Credit,Indianapolis,Branch,Doctor,3.0
79.8,73.0,75.99999999999999,1.0,6372.58,Debit,Fort Worth,ATM,Retired,0.0
46.24,57.0,52.00000000000001,1.0,2569.56,Debit,San Diego,Branch,Engineer,1.0
327.8,61.0,53.99999999999999,1.0,10585.48,Debit,San Francisco,ATM,Doctor,3.0
445.79,52.0,161.0,1.0,717.9899999999999,Debit,Las Vegas,ATM,Doctor,3.0
55.89,72.0,150.0,1.0,3689.65,Debit,Fresno,Online,Retired,0.0
158.41,28.0,16.0,1.0,1512.16,Debit,Sacramento,Branch,Student,2.0
101.19,64.0,75.0,1.0,14389.45,Credit,Denver,Online,Doctor,3.0
61.970000000000006,74.0,95.0,1.0,7014.69,Debit,Phoenix,ATM,Retired,0.0
27.21,79.0,102.0,1.0,3520.61,Debit,San Jose,ATM,Retired,0.0
173.74,80.0,64.0,1.0,4913.42,Debit,Houston,Online,Retired,0.0
176.11,38.0,105.0,1.0,9155.35,Debit,San Jose,Branch,Engineer,1.0
88.4,46.0,174.0,1.0,2567.53,Debit,Fort Worth,Online,Engineer,1.0
567.92,53.0,14.0,1.0,3779.4699999999993,Debit,Columbus,Online,Retired,0.0
138.11,68.0,104.0,1.0,4177.65,Credit,Phoenix,Online,Retired,0.0
456.93,28.0,193.0,1.0,7284.76,Credit,Virginia Beach,Branch,Engineer,1.0
101.42,66.0,146.0,1.0,6530.59,Debit,Atlanta,Online,Retired,0.0
300.61,44.0,51.00000000000001,1.0,7895.540000000001,Debit,El Paso,Online,Doctor,3.0
265.94,54.0,132.0,1.0,6781.3,Debit,Boston,Online,Engineer,1.0
345.54,29.0,50.00000000000001,1.0,2091.78,Debit,San Diego,Online,Engineer,1.0
411.52,41.0,88.0,1.0,11108.39,Debit,Los Angeles,ATM,Doctor,3.0
111.21,35.0,111.0,1.0,9088.36,Debit,Portland,Branch,Doctor,3.0
316.37,53.0,86.0,1.0,4671.69,Debit,Colorado Springs,ATM,Engineer,1.0
260.63,37.0,142.0,1.0,7534.7300000000005,Debit,Fort Worth,Branch,Engineer,1.0
92.36,29.0,144.0,1.0,6353.14,Debit,Dallas,ATM,Engineer,1.0
262.06,63.0,118.0,1.0,13587.52,Debit,Oklahoma City,Branch,Doctor,3.0
64.5,74.0,230.0,1.0,1351.24,Debit,Denver,ATM,Retired,0.0
175.94,57.0,89.0,1.0,3728.0400000000004,Debit,Indianapolis,ATM,Retired,0.0
199.47,57.0,142.0,1.0,6067.44,Debit,Detroit,Online,Doctor,3.0
51.07,63.0,133.0,1.0,4292.16,Debit,Dallas,Branch,Retired,0.0
435.86,56.0,134.0,1.0,3801.8200000000006,Debit,Jacksonville,ATM,Retired,0.0
74.73,64.0,162.0,1.0,6353.22,Credit,Jacksonville,Branch,Retired,0.0
182.79,23.0,14.0,1.0,1251.85,Credit,Louisville,Online,Student,2.0
628.36,44.0,107.99999999999999,1.0,11869.71,Debit,Austin,Online,Doctor,3.0
268.39,29.0,177.0,1.0,9409.43,Debit,San Antonio,Online,Doctor,3.0
362.27,80.0,47.0,1.0,6003.59,Debit,Jacksonville,ATM,Retired,0.0
560.15,50.0,91.99999999999999,1.0,817.83,Credit,Memphis,Online,Engineer,1.0
132.36,28.0,160.0,1.0,319.65,Debit,Colorado Springs,Branch,Student,2.0
24.77,40.0,17.0,1.0,478.23,Credit,Nashville,Online,Engineer,1.0
80.24,53.0,58.00000000000001,1.0,8012.810000000001,Credit,New York,Branch,Doctor,3.0
8.65,68.0,198.0,1.0,4201.22,Debit,Mesa,ATM,Retired,0.0
178.91,18.0,18.999999999999996,1.0,8870.89,Debit,Omaha,ATM,Student,2.0
115.22,27.0,107.99999999999999,1.0,906.1999999999999,Debit,San Francisco,Branch,Engineer,1.0
161.63,46.0,276.0,1.0,9286.37,Debit,San Jose,Online,Doctor,3.0
542.75,70.0,63.0,1.0,2224.08,Credit,Nashville,Branch,Retired,0.0
317.47,67.0,16.0,1.0,14639.28,Credit,Sacramento,Online,Doctor,3.0
280.99,45.0,29.000000000000004,1.0,9733.59,Debit,Houston,Branch,Engineer,1.0
24.19,29.0,28.0,1.0,2756.2,Debit,San Diego,ATM,Engineer,1.0
586.85,36.0,86.0,1.0,6655.15,Debit,Mesa,ATM,Doctor,3.0
372.41,55.0,143.0,1.0,3233.87,Debit,San Diego,ATM,Retired,0.0
63.17,20.0,148.0,1.0,1676.57,Debit,Fresno,ATM,Student,2.0
383.69,54.0,285.0,1.0,8371.11,Debit,Colorado Springs,Online,Engineer,1.0
247.16999999999996,65.0,149.0,1.0,2611.64,Credit,Chicago,Branch,Retired,0.0
48.78,18.0,136.0,1.0,552.06,Credit,Kansas City,Branch,Student,2.0
4.15,60.0,119.0,1.0,6017.36,Credit,Omaha,Branch,Retired,0.0
60.989999999999995,34.0,58.00000000000001,1.0,7281.46,Debit,Oklahoma City,Branch,Engineer,1.0
408.19,26.0,241.0,1.0,6847.47,Debit,Mesa,Branch,Engineer,1.0
524.6,58.0,75.99999999999999,1.0,13017.7,Debit,El Paso,Branch,Doctor,3.0
108.96,26.0,247.0,1.0,7597.660000000001,Debit,Milwaukee,ATM,Student,2.0
70.03,63.0,49.0,1.0,7330.31,Debit,Nashville,Branch,Retired,0.0
124.84,52.0,79.0,1.0,6711.78,Debit,Louisville,Online,Retired,0.0
324.04,54.0,30.0,1.0,2248.06,Debit,Virginia Beach,ATM,Retired,0.0
39.69,70.0,163.0,1.0,3524.68,Debit,Austin,Online,Retired,0.0
157.7,58.0,45.99999999999999,1.0,8332.58,Credit,Omaha,Branch,Engineer,1.0
81.27,22.0,68.00000000000001,1.0,1814.48,Credit,Seattle,Online,Student,2.0
193.82,37.0,176.0,1.0,3886.7699999999995,Debit,Kansas City,Branch,Engineer,1.0
16.73,79.0,165.0,1.0,7591.129999999999,Debit,Omaha,Online,Retired,0.0
474.05,57.0,214.0,1.0,1484.31,Debit,San Jose,ATM,Retired,0.0
637.75,79.0,151.99999999999997,1.0,4202.92,Debit,Dallas,Branch,Retired,0.0
153.59,66.0,174.0,1.0,4813.12,Credit,Portland,Branch,Retired,0.0
186.6,18.0,139.0,1.0,9716.68,Debit,Tucson,Branch,Student,2.0
644.08,24.0,55.0,1.0,1980.62,Debit,Atlanta,Online,Student,2.0
226.66,41.0,168.00000000000003,1.0,10216.25,Debit,Austin,Branch,Doctor,3.0
305.0,22.0,222.0,1.0,944.83,Debit,Phoenix,ATM,Student,2.0
233.1,42.0,37.0,1.0,7469.2,Credit,Nashville,Branch,Doctor,3.0
793.13,68.0,75.99999999999999,1.0,13389.16,Debit,Memphis,Online,Doctor,3.0
224.19,52.0,93.0,1.0,8475.47,Debit,Houston,ATM,Doctor,3.0
214.83,23.0,63.0,1.0,991.6899999999999,Credit,Tucson,ATM,Student,2.0
163.46,63.0,111.0,1.0,6953.8,Credit,Baltimore,Branch,Retired,0.0
194.99,34.0,91.0,1.0,1370.03,Debit,Jacksonville,Branch,Engineer,1.0
227.5,34.0,277.0,1.0,11505.35,Debit,Sacramento,Online,Doctor,3.0
259.9,26.0,100.00000000000001,1.0,914.2799999999999,Debit,Oklahoma City,Online,Student,2.0
59.51,36.0,55.0,1.0,9955.88,Credit,Dallas,Online,Doctor,3.0
50.63,64.0,143.0,1.0,4732.81,Debit,Columbus,Online,Retired,0.0
112.94,73.0,30.999999999999996,1.0,3807.8399999999997,Credit,San Antonio,Online,Retired,0.0
11.81,21.0,131.0,1.0,320.25,Debit,Phoenix,ATM,Student,2.0
329.14,55.0,14.0,1.0,12033.92,Debit,Sacramento,Branch,Doctor,3.0
154.24,61.0,82.0,1.0,6109.55,Debit,Mesa,ATM,Retired,0.0
233.44,20.0,297.0,1.0,1691.88,Debit,Chicago,Online,Student,2.0
141.8,18.0,116.00000000000001,1.0,1697.67,Debit,Chicago,ATM,Student,2.0
209.03,55.0,126.0,1.0,8359.5,Debit,Detroit,Branch,Engineer,1.0
261.14,42.0,162.0,1.0,6100.08,Debit,San Antonio,ATM,Engineer,1.0
101.81,45.0,105.0,1.0,13872.03,Debit,Fort Worth,ATM,Doctor,3.0
98.71,32.0,117.0,1.0,10095.23,Debit,Fort Worth,ATM,Doctor,3.0
87.38,21.0,252.0,1.0,1504.99,Debit,Atlanta,Branch,Student,2.0
83.39,32.0,158.0,1.0,13182.11,Debit,Omaha,Branch,Doctor,3.0
267.55,46.0,40.0,1.0,4330.04,Debit,Charlotte,Online,Engineer,1.0
870.05,29.0,39.0,1.0,905.2499999999999,Debit,El Paso,ATM,Doctor,3.0
154.32,38.0,269.0,1.0,6972.5,Credit,Tucson,ATM,Engineer,1.0
164.51,78.0,110.0,1.0,3553.69,Debit,Louisville,Branch,Retired,0.0
758.12,69.0,90.0,1.0,6164.65,Debit,San Francisco,ATM,Retired,0.0
103.76,28.0,188.0,1.0,9626.14,Debit,Kansas City,Online,Engineer,1.0
583.92,55.0,139.0,1.0,6364.14,Debit,Kansas City,Online,Engineer,1.0
204.06,77.0,159.0,1.0,4351.83,Debit,Washington,Online,Retired,0.0
53.51,56.0,165.0,1.0,5773.5,Debit,New York,Online,Retired,0.0
52.95,68.0,14.0,1.0,6335.58,Credit,Charlotte,Online,Retired,0.0
120.17,49.0,105.0,1.0,5403.79,Debit,Portland,ATM,Doctor,3.0
220.8,31.0,28.0,1.0,8135.31,Debit,Indianapolis,Online,Engineer,1.0
119.01,45.0,87.0,1.0,9798.26,Debit,Philadelphia,ATM,Doctor,3.0
183.32,21.0,74.0,1.0,137.42,Debit,Raleigh,ATM,Student,2.0
858.88,60.0,227.0,1.0,7015.46,Debit,Jacksonville,Online,Engineer,1.0
11.46,41.0,128.0,1.0,2356.71,Credit,San Francisco,Online,Engineer,1.0
61.37,75.0,164.0,1.0,4294.44,Debit,Columbus,Branch,Retired,0.0
103.08,49.0,150.0,1.0,9251.38,Credit,Milwaukee,Branch,Engineer,1.0
1.2100000000000002,55.0,196.0,1.0,7542.739999999999,Debit,Atlanta,Branch,Retired,0.0
425.18,26.0,172.0,1.0,9880.71,Credit,Colorado Springs,Online,Engineer,1.0
60.96,52.0,238.0,1.0,6189.24,Debit,Colorado Springs,ATM,Retired,0.0
64.21,51.0,37.0,1.0,12540.18,Debit,Omaha,ATM,Doctor,3.0
523.02,53.0,83.0,1.0,4586.11,Debit,Jacksonville,Online,Retired,0.0
50.26,65.0,164.0,1.0,1519.38,Debit,Las Vegas,Branch,Retired,0.0
110.08,19.0,95.0,1.0,1447.26,Debit,Detroit,Branch,Student,2.0
54.47,23.0,34.0,1.0,1131.42,Credit,Philadelphia,Branch,Student,2.0
79.76,68.0,115.0,1.0,10278.75,Debit,Kansas City,Online,Doctor,3.0
16.79,30.0,146.0,1.0,535.15,Credit,Detroit,Online,Doctor,3.0
68.62,29.0,157.0,1.0,13891.47,Debit,Omaha,Branch,Doctor,3.0
157.16,20.0,280.0,1.0,1545.77,Debit,New York,Branch,Student,2.0
643.38,18.0,105.0,1.0,1046.74,Credit,Detroit,Online,Student,2.0
328.34,42.0,30.999999999999996,1.0,2840.45,Credit,San Diego,Online,Engineer,1.0
72.68,69.0,44.0,1.0,6216.77,Debit,Seattle,Online,Retired,0.0
354.76,51.0,279.0,1.0,10141.92,Debit,Detroit,Branch,Doctor,3.0
793.88,22.0,252.0,1.0,1404.06,Credit,Los Angeles,ATM,Student,2.0
29.22,27.0,69.00000000000001,1.0,7795.79,Debit,Detroit,ATM,Engineer,1.0
653.97,37.0,100.00000000000001,1.0,3886.65,Debit,Miami,Online,Engineer,1.0
366.43,21.0,91.99999999999999,1.0,1560.45,Credit,Portland,Online,Student,2.0
233.74,72.0,142.0,1.0,4749.54,Debit,Boston,Online,Retired,0.0
471.84,18.0,138.0,1.0,1044.33,Debit,Raleigh,ATM,Student,2.0
213.4,73.0,100.00000000000001,1.0,2012.24,Credit,Fort Worth,Branch,Retired,0.0
254.20999999999998,48.0,45.99999999999999,1.0,2487.2,Debit,Phoenix,ATM,Engineer,1.0
577.73,37.0,63.0,1.0,14977.99,Debit,San Jose,ATM,Doctor,3.0
170.26,27.0,265.0,1.0,1969.48,Debit,Chicago,ATM,Student,2.0
330.61,64.0,113.0,1.0,2525.25,Credit,Nashville,Branch,Retired,0.0
132.33,35.0,47.0,1.0,7457.94,Credit,Phoenix,ATM,Engineer,1.0
672.74,46.0,118.0,1.0,5386.52,Credit,Colorado Springs,Branch,Engineer,1.0
74.04,18.0,66.0,1.0,1690.23,Debit,Memphis,Online,Student,2.0
197.18,28.0,135.0,1.0,3114.92,Debit,Tucson,Online,Engineer,1.0
21.15,70.0,180.0,1.0,3466.74,Debit,Columbus,Branch,Retired,0.0
218.37,62.0,105.0,1.0,9942.24,Debit,Houston,ATM,Doctor,3.0
697.82,44.0,153.0,1.0,6824.0,Debit,New York,Online,Engineer,1.0
148.0,20.0,35.0,1.0,1488.65,Debit,Tucson,Branch,Student,2.0
22.26,19.0,56.0,1.0,5583.88,Debit,San Antonio,Branch,Student,2.0
0.86,25.0,139.0,1.0,1357.22,Debit,Colorado Springs,ATM,Student,2.0
757.1,65.0,203.0,1.0,10553.23,Debit,Atlanta,Branch,Doctor,3.0
38.81,25.0,145.0,1.0,1619.6,Credit,Virginia Beach,Online,Student,2.0
32.46,31.0,10.0,1.0,8656.18,Debit,Charlotte,Online,Doctor,3.0
20.64,22.0,59.00000000000001,1.0,949.38,Debit,Charlotte,Branch,Student,2.0
662.11,23.0,219.0,1.0,1996.38,Debit,Atlanta,Branch,Student,2.0
288.77,55.0,110.0,1.0,8836.51,Debit,Los Angeles,ATM,Engineer,1.0
35.05,30.0,105.0,1.0,14330.47,Debit,Boston,Branch,Doctor,3.0
214.73,46.0,26.0,1.0,5368.42,Credit,Los Angeles,ATM,Doctor,3.0
25.38,57.0,66.0,1.0,8616.05,Debit,Louisville,Branch,Engineer,1.0
617.66,41.0,40.0,1.0,5906.58,Debit,Memphis,ATM,Engineer,1.0
446.39,63.0,77.0,1.0,7863.6,Debit,Houston,ATM,Retired,0.0
377.92,33.0,204.0,1.0,2254.71,Debit,Raleigh,Branch,Engineer,1.0
11.04,30.0,43.0,1.0,6983.04,Debit,Phoenix,Online,Engineer,1.0
275.46,36.0,67.0,1.0,9697.75,Debit,Fort Worth,ATM,Doctor,3.0
179.76,78.0,81.0,1.0,5909.52,Debit,Philadelphia,Online,Retired,0.0
32.34,44.0,45.0,1.0,7847.619999999999,Debit,Kansas City,Branch,Doctor,3.0
273.92,79.0,109.0,1.0,4543.56,Debit,Portland,Branch,Retired,0.0
375.45,19.0,32.0,1.0,1307.23,Debit,Fort Worth,Branch,Student,2.0
388.98,23.0,155.0,1.0,1819.91,Debit,Fresno,ATM,Student,2.0
492.84,25.0,37.99999999999999,1.0,577.67,Debit,Indianapolis,ATM,Student,2.0
148.85,57.0,25.000000000000004,1.0,7802.360000000001,Debit,Mesa,ATM,Doctor,3.0
391.66,50.0,103.0,1.0,2406.31,Debit,Fresno,Branch,Engineer,1.0
185.99,41.0,53.00000000000001,1.0,402.45,Credit,Fresno,Branch,Engineer,1.0
322.48,27.0,57.0,1.0,1238.43,Debit,Jacksonville,ATM,Student,2.0
20.27,18.0,22.0,1.0,796.3499999999999,Debit,Miami,Branch,Student,2.0
199.02,61.0,269.0,1.0,4658.89,Debit,Houston,ATM,Retired,0.0
104.23,63.0,107.99999999999999,1.0,5009.29,Credit,Louisville,Online,Retired,0.0
55.86,39.0,68.00000000000001,1.0,5346.46,Debit,Seattle,Online,Engineer,1.0
10.77,31.0,178.0,1.0,10704.95,Debit,Indianapolis,ATM,Doctor,3.0
95.55,33.0,51.00000000000001,1.0,2434.74,Debit,Louisville,Branch,Engineer,1.0
477.07,27.0,278.0,1.0,6568.07,Debit,Columbus,Online,Engineer,1.0
9.1,52.0,63.0,1.0,2791.45,Credit,San Francisco,Online,Retired,0.0
21.41,57.0,99.0,1.0,658.91,Debit,Louisville,Online,Doctor,3.0
278.28,28.0,26.0,1.0,1346.88,Debit,Jacksonville,Branch,Student,2.0
388.1,73.0,40.0,1.0,3022.12,Credit,Los Angeles,Online,Retired,0.0
215.39,27.0,215.99999999999997,1.0,1582.55,Debit,Detroit,ATM,Student,2.0
194.37,66.0,161.0,1.0,14395.88,Debit,Milwaukee,ATM,Doctor,3.0
37.7,20.0,109.0,1.0,1741.1,Debit,Miami,ATM,Student,2.0
19.59,64.0,122.0,1.0,1061.69,Debit,Charlotte,Branch,Retired,0.0
81.35,41.0,103.0,1.0,7192.45,Debit,Houston,Online,Engineer,1.0
314.54,58.0,228.0,1.0,9923.45,Credit,Virginia Beach,Branch,Engineer,1.0
466.64,58.0,11.0,1.0,10915.11,Debit,Las Vegas,ATM,Doctor,3.0
397.01,22.0,100.00000000000001,1.0,719.52,Debit,Los Angeles,ATM,Student,2.0
472.48,55.0,87.0,1.0,7128.82,Debit,New York,Branch,Engineer,1.0
67.15,59.0,14.0,1.0,9028.49,Debit,Indianapolis,Online,Doctor,3.0
102.67,79.0,119.0,1.0,4656.94,Debit,Albuquerque,Branch,Retired,0.0
453.49,66.0,147.0,1.0,6366.43,Debit,Seattle,Branch,Doctor,3.0
267.17,26.0,170.0,1.0,1382.62,Debit,Seattle,ATM,Student,2.0
111.26,66.0,43.0,1.0,14350.11,Debit,Boston,ATM,Doctor,3.0
121.17000000000002,68.0,158.0,1.0,12990.77,Debit,Phoenix,ATM,Doctor,3.0
213.28,51.0,94.0,1.0,4835.91,Debit,Mesa,Branch,Retired,0.0
187.88,60.0,180.0,1.0,2154.58,Debit,Nashville,ATM,Engineer,1.0
471.88,34.0,141.0,1.0,14833.34,Credit,San Jose,Online,Doctor,3.0
83.79,57.0,47.0,1.0,5061.3,Debit,Nashville,ATM,Engineer,1.0
212.14,72.0,105.0,1.0,7225.06,Debit,Austin,Branch,Retired,0.0
99.16,79.0,202.0,1.0,2607.58,Debit,San Francisco,Online,Retired,0.0
839.33,60.0,86.0,1.0,11538.97,Credit,Louisville,Branch,Doctor,3.0
4.24,38.0,37.99999999999999,1.0,7822.729999999999,Debit,San Diego,Online,Engineer,1.0
50.29,58.0,64.0,1.0,7604.9,Credit,Raleigh,Online,Doctor,3.0
135.85,57.0,269.0,1.0,1480.39,Debit,Fresno,Online,Retired,0.0
368.53,68.0,34.0,1.0,13696.31,Debit,Raleigh,Branch,Doctor,3.0
17.95,64.0,135.0,1.0,12344.9,Credit,Sacramento,Branch,Doctor,3.0
127.8,31.0,47.0,1.0,8630.99,Credit,Virginia Beach,Branch,Engineer,1.0
16.73,45.0,48.0,1.0,2202.62,Debit,Houston,Online,Engineer,1.0
317.12,44.0,80.0,1.0,14409.74,Debit,Fort Worth,Branch,Doctor,3.0
476.63,79.0,115.0,1.0,4894.25,Debit,Charlotte,ATM,Retired,0.0
156.58,24.0,160.0,1.0,8981.61,Debit,Portland,Branch,Student,2.0
55.12,34.0,261.0,1.0,3791.99,Credit,Houston,Online,Engineer,1.0
15.74,27.0,37.99999999999999,1.0,690.16,Debit,Denver,Branch,Student,2.0
353.68,70.0,145.0,1.0,6777.12,Debit,Las Vegas,Online,Retired,0.0
297.15,76.0,178.0,1.0,5449.37,Debit,Phoenix,Online,Retired,0.0
647.85,36.0,121.0,1.0,13779.97,Debit,Omaha,Branch,Doctor,3.0
75.04,49.0,178.0,1.0,9648.6,Debit,El Paso,ATM,Engineer,1.0
273.92,28.0,35.0,1.0,1029.15,Debit,Virginia Beach,Online,Student,2.0
215.8,51.0,66.0,1.0,3656.62,Credit,Jacksonville,Branch,Retired,0.0
420.6,26.0,55.0,1.0,1778.75,Debit,Louisville,Branch,Student,2.0
688.36,23.0,22.0,1.0,5191.13,Credit,Memphis,Branch,Student,2.0
285.18,55.0,150.0,1.0,14847.97,Credit,Sacramento,Branch,Doctor,3.0
213.55,63.0,15.0,1.0,5238.37,Debit,Boston,ATM,Doctor,3.0
463.11,51.0,159.0,1.0,10238.82,Credit,Las Vegas,Branch,Doctor,3.0
150.03,73.0,176.0,1.0,7491.42,Debit,Columbus,ATM,Retired,0.0
428.61,51.0,131.0,1.0,2116.36,Debit,Fresno,Branch,Retired,0.0
309.56,58.0,147.0,1.0,972.04,Debit,Charlotte,Online,Doctor,3.0
377.08,26.0,71.0,1.0,6430.86,Credit,Mesa,Branch,Student,2.0
77.25,68.0,157.0,1.0,14077.97,Debit,Virginia Beach,Branch,Doctor,3.0
146.92,64.0,272.0,1.0,3990.6,Debit,Portland,ATM,Retired,0.0
126.6,22.0,146.0,1.0,961.6499999999999,Debit,San Antonio,Branch,Student,2.0
101.34,24.0,45.99999999999999,1.0,703.2599999999999,Debit,Boston,ATM,Student,2.0
184.97,58.0,268.0,1.0,1156.67,Debit,Denver,Branch,Doctor,3.0
451.15,46.0,175.0,1.0,1356.47,Debit,Colorado Springs,ATM,Engineer,1.0
516.47,25.0,94.0,1.0,1305.06,Credit,Charlotte,ATM,Student,2.0
880.04,25.0,29.000000000000004,1.0,261.97,Debit,Sacramento,ATM,Student,2.0
353.69,59.0,163.0,1.0,9500.79,Debit,San Jose,Online,Engineer,1.0
66.69,25.0,140.0,1.0,1210.33,Credit,San Antonio,Branch,Student,2.0
95.75,31.0,169.0,1.0,337.62,Debit,Los Angeles,Branch,Engineer,1.0
43.91,27.0,86.0,1.0,1806.68,Debit,Albuquerque,Online,Student,2.0
98.03,54.0,165.0,1.0,6323.45,Debit,El Paso,Branch,Engineer,1.0
617.66,42.0,128.0,1.0,7155.95,Debit,Boston,ATM,Engineer,1.0
888.57,62.0,102.0,1.0,7896.14,Debit,San Antonio,Online,Retired,0.0
107.48,22.0,129.0,1.0,591.2299999999999,Debit,Omaha,Branch,Student,2.0
36.57,62.0,69.00000000000001,1.0,2583.07,Debit,Omaha,ATM,Retired,0.0
575.62,43.0,129.0,1.0,234.40999999999997,Debit,Oklahoma City,Online,Doctor,3.0
84.89,37.0,70.0,1.0,4735.61,Debit,San Jose,ATM,Engineer,1.0
832.3,69.0,86.0,1.0,6617.52,Credit,Austin,Branch,Retired,0.0
7.759999999999999,52.0,84.00000000000001,1.0,7393.11,Credit,Las Vegas,Online,Retired,0.0
109.3,56.0,26.999999999999996,1.0,13510.11,Debit,Fort Worth,Branch,Doctor,3.0
230.08,79.0,123.99999999999999,1.0,4466.1,Debit,Austin,Online,Retired,0.0
361.92,54.0,111.0,1.0,7474.31,Debit,Detroit,ATM,Retired,0.0
122.44999999999999,46.0,98.0,1.0,7255.49,Debit,New York,Branch,Doctor,3.0
642.53,65.0,128.0,1.0,11417.91,Debit,Mesa,ATM,Doctor,3.0
62.86000000000001,25.0,30.999999999999996,1.0,1040.43,Debit,Houston,Branch,Student,2.0
175.21,69.0,69.00000000000001,1.0,6039.04,Credit,Mesa,ATM,Doctor,3.0
168.0,32.0,11.0,1.0,3498.58,Credit,Tucson,Branch,Engineer,1.0
11.46,67.0,73.0,1.0,6628.75,Debit,Chicago,Online,Retired,0.0
382.07,62.0,147.0,1.0,10156.09,Credit,Omaha,Branch,Doctor,3.0
